PC,Gene,Loading
PC1,FOXA1,0.11449649573042525
PC1,MLPH,0.1143221758682991
PC1,TBC1D9,0.11403776416006725
PC1,GATA3,0.11088282784293801
PC1,CA12,0.11061223386337453
PC1,ESR1,0.1075799598188312
PC1,AGR2,0.10716223668636626
PC1,XBP1,0.10679141022439845
PC1,SLC39A6,0.10396841686209057
PC1,MAGED2,0.10308746647177552
PC2,SNRPG,0.13132921696441968
PC2,CCNB1,0.12429770410038309
PC2,RACGAP1,0.12359184143251854
PC2,KLHL29,-0.11734386888603622
PC2,NUSAP1,0.11669716827641996
PC2,MTHFD2,0.11610176833456654
PC2,CENPU,0.11405373369864796
PC2,NME1,0.11176466808530165
PC2,RRM2,0.10986125992222791
PC2,DHFR,0.10953051956991063
PC3,ESPL1,0.1358468949401337
PC3,SPARCL1,-0.12201305250101879
PC3,BIRC5,0.12200493564234051
PC3,ASPN,-0.1193001285774684
PC3,PDLIM1,-0.11728398262399956
PC3,TK1,0.11533389970851694
PC3,ANXA2P2,-0.11239098874414655
PC3,ANXA3,-0.10999111752011999
PC3,UBE2C,0.10877932142576757
PC3,GSN,-0.10818898619369283
PC4,ZNF3,0.13524152740973186
PC4,RASAL2,0.12530865352321743
PC4,AKAP9,0.12168154567178548
PC4,KANK1,0.1207861043461197
PC4,POLR1G,0.12010549653126516
PC4,NFX1,0.1163667117365942
PC4,TNKS,0.1154948667620176
PC4,CNN1,0.11236360836052135
PC4,NCOR1,0.11189145633285173
PC4,PDP1,0.10742720726883809
PC5,GALR2,0.1621439834312835
PC5,PCSK7,0.14215450934761836
PC5,DUSP10,0.13517433622570213
PC5,LRRC37A4P,0.13063371946641822
PC5,STARD3,0.13043133270743054
PC5,SPATA31C2,0.12906253321304156
PC5,H4C13,0.12839815413600816
PC5,ZNF225,0.12537041923665276
PC5,PDZK1IP1,0.11644151824413816
PC5,AP3M2,-0.11606877975348429
PC6,STK17A,0.18073520662233733
PC6,SNX10,0.1768217058830604
PC6,PIM2,0.15823493908444297
PC6,LYZ,0.1457585402475054
PC6,SYNE1,0.1436389041758614
PC6,RAPGEF6,0.1387247246654381
PC6,GALT,0.13749945980688166
PC6,SLAMF7,0.12251577746108203
PC6,GRB2,0.12123586035574106
PC6,SDC1,-0.11800815856100179
PC7,F2RL1,0.160874654122565
PC7,EAF2,0.14652600315936698
PC7,DIO2,0.1341575949078629
PC7,CHN1,0.12582186065975254
PC7,MAB21L4,0.12477110028110593
PC7,SPTLC2,0.1225790794040289
PC7,PDP1,0.11828027049609802
PC7,PITPNC1,0.11789749315316954
PC7,CLCA2,0.11624706543114126
PC7,ARL4A,0.1161548127425599
PC8,IGFBP4,0.16866888043737568
PC8,TIMP2,0.1423490561047225
PC8,SPARCL1,0.14111678568533978
PC8,MMP1,0.13530714170871408
PC8,FCGRT,0.1333541116048842
PC8,CTSB,0.13295381313429785
PC8,ASPN,0.13227459827238067
PC8,IFT56,-0.1281611825614161
PC8,MMP3,0.1265152016552526
PC8,B4GALT7,0.12040471384597606
PC9,OCRL,0.15285567795162017
PC9,GPR143,0.1482486820050894
PC9,ADM,0.14463747872588437
PC9,RPL13A,-0.14308448083044098
PC9,SNX10,0.14241312067381395
PC9,ARHGEF11,0.1360518181075311
PC9,CTSB,0.1229012139606531
PC9,IFNGR2,0.11628362087539297
PC9,TFG,0.11623303809602165
PC9,SDF2,0.1143094966374489
PC10,NIN,0.23034038456744602
PC10,CREB3,-0.1797689031940618
PC10,POFUT2,0.16577805392722084
PC10,PEX6,-0.16058672221250067
PC10,CREM,-0.15580786804108562
PC10,SZRD1,-0.1399256542898259
PC10,PIGO,-0.1280144819617708
PC10,NFKBIE,-0.12791563998226407
PC10,EAF2,-0.12696605852302797
PC10,UBE2Z,-0.11354017005674603
PC11,PRSS23,0.13490330067998738
PC11,ME3,0.13249904208858682
PC11,BLTP2,-0.12471642442229071
PC11,ERBB2,-0.12274120591761661
PC11,MED1,-0.11849109775946151
PC11,PMAIP1,0.11509084130186757
PC11,SPC25,0.11293295747046647
PC11,EAF2,-0.10782626307935055
PC11,UPK1A,-0.10724964084076018
PC11,GAK,-0.105764779651399
PC12,JPT1,0.14128473914342451
PC12,TP53I3,0.1400561522586566
PC12,MTRR,-0.1400150082273878
PC12,HEATR6,0.1307095981914259
PC12,GPHN,-0.12871610374024117
PC12,PTPN1,-0.12649383755185425
PC12,ARHGEF10,0.12474500505626868
PC12,UBE2Z,0.12305973575463026
PC12,PIP4K2B,0.1223241524417921
PC12,NME1,0.12108379722341735
PC13,TCN1,0.15574649925270193
PC13,GALNT3,0.14940507117015697
PC13,LAMA3,0.14226430215979752
PC13,PITPNC1,0.1388459160670496
PC13,PTGES,0.13294133504307207
PC13,MATN2,-0.12809061467028554
PC13,CTSB,-0.1238066284824456
PC13,TFPI2,0.12265301747404912
PC13,MGST3,-0.11634002204526643
PC13,LRRC59,0.11469183344249019
PC14,NFASC,0.18862522001923274
PC14,SDF2,0.15682251911558953
PC14,PIP4K2B,0.147728664731185
PC14,ANXA3,-0.13515398138825346
PC14,RPL23A,0.13435423684899755
PC14,UBE2Z,0.13334977007750587
PC14,NIN,0.12994842126897974
PC14,GDAP1,0.1270240725085744
PC14,GAK,-0.1237553869754374
PC14,RTL8C,-0.12037606096110136
PC15,PPP2R1A,0.17343574146756893
PC15,ACACB,0.16349110237868125
PC15,FGFR4,0.15534827860254963
PC15,GNA15,-0.14181678489894672
PC15,ZNF587,0.14008543141495555
PC15,GALT,0.13875962314385873
PC15,SERPINA3,-0.1294208326046275
PC15,HMGA1,-0.12710274668477092
PC15,SERTAD3,0.12657823002206212
PC15,NFKBIE,-0.12602418536475013
PC16,SCGB1D2,0.2165970759232563
PC16,SCGB2A2,0.20942079196976443
PC16,SCGB2A1,0.17447458411301328
PC16,RPL13A,-0.14455881578229884
PC16,ME3,-0.1323499418441968
PC16,ABCF1,0.11813168657609856
PC16,TFPI,-0.11540490879396563
PC16,CEACAM6,0.1151088054844799
PC16,CREM,-0.11415914999562807
PC16,MATN2,0.11148570777418562
PC17,PIGO,0.1673761942638373
PC17,PPARD,0.16725349846683296
PC17,FIG4,0.15881491299953213
PC17,DCAF10,0.13239328293626412
PC17,SYNM,-0.1313985981308506
PC17,TFG,0.1277912537016539
PC17,ATG5,0.12619942831356606
PC17,PPP2R1A,0.12564101666996114
PC17,QRSL1,0.12164084494567094
PC17,B4GALT7,0.1185246523956035
PC18,TRIB2,0.14281572927773456
PC18,PDLIM1,0.14143174632925146
PC18,MGP,0.1284286838352505
PC18,PTGES,0.12699377576209678
PC18,CTSB,-0.12665741663754485
PC18,GSDME,-0.1252157948589629
PC18,RASA4,-0.11591146312455072
PC18,GALNT7,-0.11547290935667319
PC18,COL4A5,0.11369630011235698
PC18,CHRNA9,0.11028339760984619
PC19,STAT6,0.1953561665882571
PC19,ATG5,-0.15398349599876077
PC19,FADS2,0.14108261468763778
PC19,KMO,0.13354856142147448
PC19,COX11,-0.13190462573456752
PC19,STX7,-0.12692162666524942
PC19,SLC27A3,0.12406187193392751
PC19,NME1,-0.12371896137746044
PC19,COQ3,-0.12274666390741289
PC19,CLSTN1,0.11862568769137442
PC20,CYP27A1,0.20726734078682046
PC20,NDRG1,-0.14622019928579424
PC20,SLAMF7,0.1367021853027839
PC20,SOX13,0.13306183872589938
PC20,PFKP,-0.1288931132497046
PC20,GALNT3,0.11795078360782643
PC20,PCDH9,-0.11432013187246608
PC20,NFASC,-0.11282064688774485
PC20,COA4,0.1122256330463398
PC20,MAGEA4,-0.11207697301141548
PC21,TTLL7,0.19188028740326984
PC21,CEP43,0.14812921836034706
PC21,CLCA2,0.13893787405823677
PC21,CCND1,-0.1328701186811563
PC21,MRPL48,-0.1314156457068285
PC21,TNNT1,-0.12477357621071883
PC21,CPT1A,-0.1234966131976427
PC21,ALG8,-0.12080963430121297
PC21,PTN,0.11989217332790011
PC21,ZNF350,0.11587615783963578
PC22,STYXL1,0.17064597598093956
PC22,PARM1,-0.162331351286713
PC22,CZIB,0.14435525511459785
PC22,SYNC,0.13978660642494586
PC22,FGB,-0.13063765861842455
PC22,PGAM1,0.12765851547206758
PC22,GPHN,0.12614344215932444
PC22,PLAT,-0.12600721135468487
PC22,TP53TG1,0.12423272234899592
PC22,SDC1,0.1225203744430648
PC23,BTD,0.1622761050932712
PC23,GSN,0.14705472041464454
PC23,CEACAM6,-0.1348551630272981
PC23,PCSK7,0.13120344263357656
PC23,FGG,-0.12902895014051266
PC23,AP3M2,-0.12805342492171856
PC23,TDO2,-0.12394588649546256
PC23,GFRA1,0.11917873279182845
PC23,SZRD1,0.11737414741230569
PC23,NFKBIE,-0.11674328475761712
PC24,FIG4,0.14579457851667943
PC24,MIR622,0.12869158684308135
PC24,FGFR4,0.12456646480278712
PC24,KRT14,0.12247000047273901
PC24,ADAM2,-0.12217737154675604
PC24,AKAP9,-0.1144148140754561
PC24,COL4A5,-0.11072666863777451
PC24,UPK1A,0.10937107341761954
PC24,PDLIM1,0.1090564084731953
PC24,STX7,0.10797440547984742
PC25,ADIPOR2,0.15867934922792445
PC25,PTGES,0.14551434396508678
PC25,CX3CL1,-0.133242466942503
PC25,DRG2,-0.13171928295338187
PC25,LDOC1,-0.13131439466291456
PC25,UPK1A,0.12815865410266766
PC25,ARHGEF11,0.1276591184572613
PC25,PMAIP1,0.12754948865912558
PC25,ME3,-0.12752970449337714
PC25,FGG,-0.1272894980281964
PC26,PTN,0.16233327598380315
PC26,RBM38,0.14519882085753044
PC26,TSFM,0.14288948983424543
PC26,FGB,-0.1427279451190653
PC26,TCN1,0.1355443519495491
PC26,ENTPD1-AS1,0.13508503036081482
PC26,FGG,-0.1246744536579874
PC26,LETM1,0.1230946969790255
PC26,CLCNKB,0.11705893771645955
PC26,WDR76,-0.11271460290391452
PC27,SLC27A3,0.15012592997261967
PC27,FGB,0.14490415723938052
PC27,ZC3H7A,-0.13584997735457247
PC27,SYNM,-0.12019471774048414
PC27,ERBB2,0.11767691286271878
PC27,PARM1,-0.11579293442079668
PC27,GRHPR,0.11578011795879689
PC27,FGG,0.11571730487052853
PC27,GDAP1,0.11422678200126966
PC27,PMAIP1,-0.1141439404765578
PC28,PARD3,0.15371718172583615
PC28,KRT5,-0.15032910432450236
PC28,RASL11B,-0.14546312651228457
PC28,UPK1A,-0.14294588149041038
PC28,SERPINB5,-0.13744365844325804
PC28,KRT14,-0.13175707289349745
PC28,HIP1,0.12919759262771272
PC28,SERTAD3,-0.12319390821382742
PC28,KRT17,-0.11765479940320211
PC28,MMP1,-0.1163620546043147
PC29,IDI1,0.14262830924183656
PC29,PPP2R1A,-0.13992955417673597
PC29,F8,0.13519306607786652
PC29,RPL13A,-0.1292404173486787
PC29,MINDY3,0.12696155371407158
PC29,TK1,0.12659275520580424
PC29,FAM53C,-0.12456620539058685
PC29,TGIF2,-0.11931639713474493
PC29,FGG,-0.11605212476549323
PC29,MIA,-0.11390394119219277
PC30,ARHGEF11,0.18736423607440694
PC30,ELL3,-0.17129534318079023
PC30,LDOC1,-0.16544796110800777
PC30,KRT5,0.15380030149206347
PC30,SERPINA3,-0.13578456429303856
PC30,RTL8C,-0.13291431012083452
PC30,TNNT1,-0.1325851992688929
PC30,PHF2,0.12865371009554433
PC30,ADIPOR2,0.12774172225570657
PC30,SMAD3,0.11903500042201877
PC31,MATN2,0.17838668670906602
PC31,GLDC,0.1480348926747074
PC31,ME3,0.13933725755385273
PC31,KCNN4,-0.12748819489121727
PC31,TCN1,-0.12424000537339568
PC31,TBC1D31,0.12084558133009429
PC31,LYPD1,0.11906014560942464
PC31,CCND1,-0.11860759203677476
PC31,TRIB2,-0.11810496347095353
PC31,ELL3,-0.11721079727886351
PC32,JUN,0.16631981397468204
PC32,CARS1,0.14032717601361572
PC32,P2RY2,-0.13980482041322093
PC32,SZRD1,0.13353605680406438
PC32,LYPD1,0.13269045631852114
PC32,STARD3,-0.1280315592732083
PC32,MED1,-0.1265825335244633
PC32,SCGB2A1,0.12558754223372257
PC32,ALG8,-0.12503971304440784
PC32,ZNF350,-0.12395867543977955
PC33,MMP1,0.19173340419637638
PC33,MMP3,0.17694532125101303
PC33,FADS2,0.15708344298717733
PC33,SPAG1,0.15335699130013006
PC33,ACACB,-0.14650902581428868
PC33,SLC29A2,-0.13226046679278505
PC33,TMED9,-0.12528382485439013
PC33,MIA,0.12116932569137193
PC33,STK26,-0.11872665467140324
PC33,GSDME,-0.11816334210283189
PC34,RPLP2P1,0.14976648086405792
PC34,TRIB2,-0.14175645970930878
PC34,HECA,-0.13969754393356557
PC34,ZDHHC4,0.13815740367177365
PC34,CENPBD2P,-0.13653480776678256
PC34,LDOC1,0.1337061875106481
PC34,KRT14,0.12569080752753048
PC34,RASL11B,0.12092653510210459
PC34,MAGEA4,0.11874529599231423
PC34,MIPEP,0.11874068437700841
PC35,TRIB2,0.16600286533199915
PC35,ARHGEF11,0.15990298311807744
PC35,FADS2,0.14844514441716322
PC35,ST6GAL1,0.13810665292360702
PC35,SCGB2A1,0.13688679117770916
PC35,SRPRA,0.13205959550702434
PC35,POLG2,0.12827511502757566
PC35,ERBB2,-0.1264190245807369
PC35,STARD3,-0.12558348990202411
PC35,BTG2,0.11726083804297285
PC36,SCGB2A1,0.15689737292061734
PC36,ADAM2,-0.15285013360624408
PC36,MOCS2,-0.13810788574835126
PC36,OCRL,0.13571536453233224
PC36,SCGB1D2,0.13283802022365815
PC36,FAM53C,-0.12665325139514433
PC36,PIP4K2B,0.12589955610869974
PC36,TK1,-0.125064066299273
PC36,CEP43,-0.12495074886749802
PC36,DOCK1,-0.1241635331812462
PC37,TRPA1,0.1759971731281653
PC37,DCAF10,0.16783209593520854
PC37,EPHX3,0.14772420915613782
PC37,AFP,0.14464242085923643
PC37,MINDY3,0.13652556723978299
PC37,CENPBD2P,0.1340134403589943
PC37,AAGAB,-0.11987976281059809
PC37,CELSR2,-0.11712502338401307
PC37,SMAD3,-0.11678266105734096
PC37,MPC1,-0.115758774486819
PC38,PDP1,0.15356341489020578
PC38,AP2B1,-0.14630135170740208
PC38,MAGEA4,0.1357753444663682
PC38,TFPI,0.1246536602799239
PC38,FRMD1,-0.12165843877237133
PC38,H2AJ,-0.1201764596395078
PC38,TENM1,0.11979980896349152
PC38,CHN1,-0.11897085269893726
PC38,TCN1,0.11882780095231578
PC38,STYXL1,0.11771649099663764
PC39,NFX1,0.1662856817768178
PC39,GRHPR,0.14217921210319104
PC39,BRINP2,0.1418176999853581
PC39,MMP1,0.141296415528086
PC39,ASB6,0.13810781685423754
PC39,DCAF10,0.13764942778557646
PC39,CLCA2,0.1357351308691899
PC39,PTPN20,-0.13326525493491406
PC39,MMP3,0.13291208663341703
PC39,GLDC,0.1298299530781801
PC40,GLDC,0.1423177518431799
PC40,KLHDC10,-0.1371508794551316
PC40,TFPI,0.1290092182156313
PC40,FADS2,0.1288748917564525
PC40,CALML5,0.12792594318043424
PC40,ARFGEF2,-0.12493359990650124
PC40,ACACB,0.12411005451184359
PC40,GPR143,0.11965312465011224
PC40,TBX10,0.11735695066176532
PC40,SLC39A8,-0.11696953347319125
PC41,SRPK3,0.14175650717141297
PC41,PARM1,-0.136393500759237
PC41,PNLIPRP2,0.1337984464942806
PC41,STK26,-0.1303157714806165
PC41,TRPA1,-0.12900274454477778
PC41,NFX1,0.1262309444581359
PC41,CHN1,-0.1176373982238028
PC41,ZDHHC4,-0.11597564436251458
PC41,CYP27A1,-0.1150229867003149
PC41,TNNT1,0.11188517699701792
PC42,ADAM2,0.2471738382588927
PC42,MINDY3,0.17577115338332483
PC42,MPPED2,0.15397271457512457
PC42,SUGCT,-0.1329361249064212
PC42,NARF,-0.13244316775971865
PC42,EPHX3,0.12646387470328804
PC42,DCXR,-0.12286014236318969
PC42,MGP,-0.12020469565950223
PC42,HMGA1,-0.11421867719374784
PC42,ABCF1,-0.11021534563655598
PC43,UPK1A,0.17589823163502719
PC43,KCNS3,-0.15845200650629396
PC43,AFP,0.15810051683220422
PC43,CNNM4,-0.1540529015642638
PC43,ARL4A,-0.1320476814458837
PC43,LIPF,0.12932168960820367
PC43,KCNN4,-0.12629148851228328
PC43,ALG8,0.12233317249505103
PC43,KRT37,0.12124961975607997
PC43,TESMIN,0.12066729685013929
PC44,SLC12A7,0.15620566100119826
PC44,SHPK,0.1509153464293772
PC44,PTGES,-0.14592585181167755
PC44,TRPC4AP,-0.1432660861757971
PC44,ADCY1,0.14196556023492884
PC44,MPPED2,-0.12240998765866887
PC44,SMAD3,0.12160117793230585
PC44,MZF1,0.11837239576166987
PC44,CENPBD2P,0.11735425232561249
PC44,OSER1,-0.1162940758832651
PC45,SMAD3,0.15485934601179213
PC45,ENTPD1-AS1,-0.13484066227342123
PC45,RARRES1,0.1337261247443054
PC45,PITPNC1,0.13111427610387966
PC45,AFP,0.12481088872741498
PC45,MPPED2,-0.12423464641969609
PC45,ME3,-0.1216616319041589
PC45,SLAMF7,-0.12055269691419172
PC45,CPS1,0.11902541299806342
PC45,GPHN,0.11738751249526379
PC46,P2RY2,0.1624043451143045
PC46,FGFR4,0.15069847451357243
PC46,ENTPD1-AS1,0.1500762617550279
PC46,CZIB,0.13619644283256901
PC46,RPS15,-0.12933388309813415
PC46,CPT1A,-0.1275281782684602
PC46,COQ3,-0.1253230928278093
PC46,SYT1,-0.12345487222029715
PC46,ADIPOR2,-0.12178175533438387
PC46,IL20RA,-0.11889797583177342
PC47,SHPK,0.146324121595411
PC47,ADM,0.14179601328876046
PC47,SOX11,-0.13210667021366893
PC47,PARD3,0.12750106224970764
PC47,CPS1,0.1222359816228781
PC47,TENM1,0.12131011388086249
PC47,WBP11,0.11675226841222532
PC47,GNAT3,0.11350428392878377
PC47,TFPI,0.11255113633450774
PC47,ELMO2,-0.11123990947392502
PC48,DRG2,0.18645610728012887
PC48,LYPD1,-0.15847739398125313
PC48,KRT37,-0.15416351390423053
PC48,ENTPD1-AS1,0.14752389994698584
PC48,LIPF,0.14391673365050006
PC48,DOCK1,0.14215036656659183
PC48,CCND1,-0.13157637367767572
PC48,SDS,-0.12946384904344627
PC48,LAMA3,0.12736859798375907
PC48,TRPC4AP,-0.12669181435639784
PC49,SLC39A8,0.1993647866270821
PC49,MATN2,0.16760896933863523
PC49,MAGEA4,0.16603011056106967
PC49,PEX6,0.1510465948468596
PC49,OSER1,-0.138418272282956
PC49,KRT37,-0.1278476730566503
PC49,LIPF,-0.1269666240531871
PC49,TMEM255A,-0.12228631927993332
PC49,H2AJ,-0.12116664269910826
PC49,SLC27A3,0.1202986286224336
PC50,QRSL1,0.182579000083686
PC50,GNAT3,0.15518089364601848
PC50,CHRNA9,-0.1503233694884596
PC50,JUN,-0.13751923802999869
PC50,PMAIP1,0.1361166733484224
PC50,ATG5,0.12303156291708447
PC50,TDO2,0.12058470724589669
PC50,F3,-0.1178236272514625
PC50,DRG2,0.11748585670674595
PC50,AKAP9,0.11278620108833443
PC51,GDAP1,0.18344059566639934
PC51,MINDY3,0.17932552877055555
PC51,CREM,0.17356282743730417
PC51,GNAT3,0.16773444583013195
PC51,ZMYND11,0.1469092740987016
PC51,LDOC1,0.14334422950713935
PC51,TTLL7,-0.13982330897730408
PC51,GLDC,-0.13526094816350734
PC51,EPHX3,-0.12516904532844864
PC51,NCAM2,0.12404238820167887
PC52,SZRD1,0.18872915673813265
PC52,SLC39A8,0.157531106192247
PC52,CEP43,0.14465915537515642
PC52,LZTS3,-0.13898156487447683
PC52,CHRNA9,-0.13105519852556818
PC52,CZIB,0.12803663308216703
PC52,CSTPP1,-0.12738773824875688
PC52,MPC1,0.1213399815418915
PC52,SDS,0.12045218409373573
PC52,CPT1A,0.11791487320738002
PC53,SUGCT,0.15621762261120345
PC53,TRPA1,0.15020063143031173
PC53,SLC12A7,0.14778779590445945
PC53,MAGEA4,-0.1313648627594697
PC53,HIP1,0.12797521664183123
PC53,MINDY3,-0.12133873350893273
PC53,LETM1,-0.11807947902407072
PC53,MATN2,-0.11071278123649611
PC53,ZNF350,-0.11012518754952003
PC53,C1orf115,-0.10823792980421698
PC54,HSD17B12,0.18420034870174762
PC54,ELMO2,0.1801992740443761
PC54,LIPF,0.1728056149881701
PC54,SZRD1,0.13169744433715577
PC54,CARS1,-0.12700485578005544
PC54,RAB33B,0.12554432608383664
PC54,MOCS2,0.12032004322569709
PC54,CHRNA9,-0.11716040489769217
PC54,UBE2Z,0.11662549920818249
PC54,VIP,0.11569000388490552
PC55,MMP3,0.18802026535746266
PC55,SYT1,-0.1489998017063903
PC55,MMP1,0.14772925786389962
PC55,PHF2,-0.14663514044734216
PC55,ST6GAL1,0.1434206322813384
PC55,PIM2,0.11824584519276506
PC55,KRT37,-0.11769168780768456
PC55,RTL8C,-0.11705012135440315
PC55,BRINP2,0.11576611168514586
PC55,ARHGEF11,-0.11415343609694022
PC56,EAF2,0.1555085417310704
PC56,ELMO2,-0.14677289286356665
PC56,TDO2,-0.1444846870193387
PC56,CRIP2,0.13300779723864467
PC56,MAGEA4,-0.13274377538785614
PC56,LIPF,-0.1300117359390745
PC56,MED1,0.12769294522295138
PC56,TCN1,0.12407748699923483
PC56,AP3M2,-0.11599975701246593
PC56,SPTLC2,-0.11499868192643302
PC57,NOVA1,0.15503260524245271
PC57,PTPN20,-0.1495900377758332
PC57,DOCK1,-0.1389045398055091
PC57,AP3M2,-0.1284994925642762
PC57,TLR5,0.12788640104760274
PC57,SLC12A7,0.12404915312261174
PC57,IFNGR2,0.12171895403427205
PC57,SPAG1,-0.11915613521927876
PC57,RAB33B,-0.114977277771768
PC57,SHPK,-0.11331714796862134
PC58,SLC39A8,0.23710237926906838
PC58,TRPC4AP,0.1648395806285335
PC58,PNLIPRP2,0.15628931316929118
PC58,ARHGEF10,0.14110920168025876
PC58,ADAM2,-0.13791940586151646
PC58,TRIB2,0.12778281901457814
PC58,SRPK3,-0.1247817622664891
PC58,MAGEA4,-0.12321480225322154
PC58,GNA15,-0.12153845410166368
PC58,CZIB,-0.12044880250924841
PC59,GNAT3,0.21268218666988492
PC59,CHRNA9,0.17672781176779886
PC59,PEX6,0.17166490963034647
PC59,AFP,-0.1587023384514298
PC59,BRINP2,-0.15844892051671106
PC59,TNKS,0.1381920840881215
PC59,GDAP1,-0.1339096782619687
PC59,COQ3,-0.1322352381490819
PC59,GPR143,0.12932467687602078
PC59,MIPEP,0.11868746314184436
PC60,ALG8,0.19854376246151761
PC60,LIPF,-0.198372618790336
PC60,CHRNA9,-0.1774220734491327
PC60,GLDC,0.16185722851344395
PC60,LDOC1,-0.11624025633704563
PC60,MINDY3,0.11460931055472239
PC60,B4GALT7,-0.11215012888357151
PC60,PSMB1,0.11208033446505097
PC60,MRPL48,0.11164397820026763
PC60,KCNS3,0.11024198806381894
PC61,SPAG1,0.20747625119845284
PC61,CPT1A,0.14725208983139854
PC61,PCDH9,-0.14591773239254308
PC61,PNLIPRP2,0.1412125677868429
PC61,H3C7,-0.13304185472221355
PC61,GREB1,-0.13247639617825085
PC61,ADAM2,-0.12899247770144295
PC61,NOVA1,0.11968370880564602
PC61,WBP11,0.11830273034212678
PC61,CZIB,0.1179753157111205
PC62,CPT1A,0.1816968178860072
PC62,GPR143,-0.1366834018111807
PC62,KCNS3,0.135674457336995
PC62,PCDH9,0.13373530432287617
PC62,FER,-0.13180251707898905
PC62,CPS1,0.13021573164754002
PC62,SRPRA,0.12250072384205796
PC62,GLDC,0.11856615927030628
PC62,RXRG,0.11791635316398116
PC62,OCRL,0.11307733619832189
PC63,NPY1R,0.159239520749838
PC63,UPK1A,-0.15911156597122844
PC63,LAMA3,-0.1510534689007011
PC63,ELMO2,-0.14482080315843088
PC63,TFPI2,-0.13995690779368003
PC63,USP27X,-0.1373943318673681
PC63,PTN,0.13019166005112845
PC63,PEX6,-0.12518731621025436
PC63,SYNC,-0.12261034281027355
PC63,SHPK,-0.12109900820664157
PC64,CSTPP1,0.17490235118445363
PC64,PPP1R3C,0.14616475629687078
PC64,ZNF225,-0.14529692604888275
PC64,FADS2,0.1441897984250519
PC64,H4C13,-0.13523151840242637
PC64,CPS1,-0.1301205520491751
PC64,SYT1,0.12836420554825154
PC64,SUMO3,-0.1231640353997674
PC64,TSFM,-0.1200273436955625
PC64,CZIB,0.11749996614778654
PC65,DPAGT1,0.16830485113693264
PC65,XK,0.16260518963932938
PC65,MATN2,0.15130570012327968
PC65,TDO2,-0.14644808504312523
PC65,RASA4,0.14025136679996786
PC65,PALB2,0.13088183721049054
PC65,TRIM45,0.12590895565253818
PC65,ABCF1,-0.12584802593207947
PC65,SDF2,0.12487885576613213
PC65,TFPI2,-0.12455434562803773
PC66,PTPN20,0.22477216124647928
PC66,F8,0.1610562414060581
PC66,PDLIM1,0.14917022007579828
PC66,MOCS2,-0.1482202162621458
PC66,SOSTDC1,-0.13605098998435858
PC66,CREM,-0.1342511597704491
PC66,MAGEA4,-0.1253798596463998
PC66,CLSTN1,0.12292144909929932
PC66,KLHDC10,0.12104291030869885
PC66,TCN1,0.11904199173864605
PC67,TRPA1,0.21479344207488615
PC67,AFP,0.1911929085620034
PC67,TTLL7,-0.16630277951686906
PC67,JUN,-0.13632257027886888
PC67,LYPD1,-0.13440919981254418
PC67,ELL3,0.12833069715743264
PC67,GNA15,-0.12761627853242222
PC67,BRINP2,-0.1239683599538666
PC67,CHN1,-0.11845132564016482
PC67,NFASC,-0.11741991710647168
PC68,TSFM,0.14497973581008702
PC68,SDS,0.12676220122266396
PC68,UBE2Z,0.12665283809878183
PC68,NCAM2,-0.12205550649869353
PC68,TRIM45,0.11989128786124559
PC68,MATN2,0.11971731392441379
PC68,CPS1,0.11924161443542763
PC68,RAB33B,-0.11923155006625469
PC68,AFP,-0.11922709683832781
PC68,OGN,-0.11689596277231554
PC69,SHPK,0.2084421939858368
PC69,GNA15,-0.16235736065321268
PC69,SRPK3,-0.14322474105658595
PC69,LRRC37A4P,-0.1310339810804045
PC69,LYPD1,0.1249392200952098
PC69,STAT6,-0.12382565912264605
PC69,HSD17B12,-0.1229375550803998
PC69,SOSTDC1,0.1217563290771592
PC69,MPPED2,0.11814138351139027
PC69,ZNF225,-0.11620969401869222
PC70,GDAP1,0.17629555728023907
PC70,SOX13,-0.15175642840540524
PC70,ARL4A,0.14407435097209806
PC70,AFP,0.1406649000205109
PC70,VIP,-0.13248872551651492
PC70,MRPL48,-0.12790577987757518
PC70,MAGEA4,0.12016887119163625
PC70,PHF2,0.11867908424997688
PC70,GPR143,0.11835474897896975
PC70,FGFR4,0.11240227933135376
PC71,OGN,0.17186673045063283
PC71,GNAT3,0.1675196557052251
PC71,CALML5,-0.15460108492933897
PC71,GLDC,-0.14282005359196445
PC71,AP3M2,0.1340608015901076
PC71,SYT1,0.13291394513320964
PC71,STAT6,0.13101120220238419
PC71,CLSTN1,-0.12965285244932562
PC71,ATP1B3,0.12561641550725913
PC71,TFG,0.12362016201478473
PC72,MAGEA4,0.19702327328906163
PC72,GNAT3,-0.18380818431973958
PC72,TFPI,-0.1677431863748322
PC72,PCSK7,0.142643355540736
PC72,CENPBD2P,0.13298000379957317
PC72,PTPN20,-0.12807358460730955
PC72,ZDHHC4,-0.12796224852081903
PC72,ADIPOR2,0.12171226898802191
PC72,QRSL1,-0.11989417126614207
PC72,FER,0.11869471813103755
PC73,GNAT3,0.19853070498267109
PC73,PNLIPRP2,0.1833976833311601
PC73,ASB6,0.15453382322437298
PC73,SLC12A7,0.1517665717215173
PC73,TMEM255A,0.14256959040842068
PC73,MMP1,-0.13877082516989928
PC73,MMP3,-0.12200053647372365
PC73,STK26,-0.12189124326899639
PC73,EIF4E2,-0.12157754266425351
PC73,MATN2,-0.1157275364525569
PC74,LRRC37A4P,0.20005488435591354
PC74,CREM,-0.19294696885077636
